CVEGEO,homi_count,POBTOT,P_18YMAS,P18YM_PB,GRAPROES,VIVPAR_HAB,VPH_PISODT,PROM_OCUP,VPH_TV,VPH_AUTOM,VPH_PC,VPH_INTER,INDICE_GLOBAL,NSE_num,NSE_char
0900800010141,1.0,4769.0,3406.0,1669.0,10.02,1264.0,1242.0,3.74,1239.0,576.0,583.0,453.0,0.504456023753088,5.0,C
0900800010156,0.0,3905.0,2696.0,1147.0,9.55,1030.0,1017.0,3.7,1015.0,347.0,400.0,283.0,0.449529331940233,4.0,C-
0900800010160,2.0,4199.0,2968.0,2005.0,12.11,1129.0,1115.0,3.67,1117.0,772.0,752.0,666.0,0.653751824787663,6.0,C+
0900800010175,1.0,1305.0,966.0,731.0,13.0,370.0,357.0,3.38,364.0,299.0,300.0,288.0,0.740270652913448,7.0,A/B
090080001018A,0.0,2306.0,1667.0,948.0,10.87,604.0,584.0,3.8,584.0,333.0,342.0,292.0,0.572841690400351,6.0,C+
0900800010194,1.0,3144.0,2406.0,1502.0,11.7,846.0,826.0,3.68,825.0,560.0,564.0,485.0,0.633292794072871,6.0,C+
0900800010207,2.0,5042.0,3663.0,1785.0,9.94,1332.0,1318.0,3.78,1318.0,616.0,563.0,404.0,0.494484472852894,5.0,C
0900800010211,1.0,6008.0,4312.0,2534.0,11.07,1609.0,1600.0,3.69,1591.0,862.0,873.0,740.0,0.570774696956851,6.0,C+
0900800010226,3.0,3996.0,2888.0,1469.0,10.17,1040.0,1034.0,3.81,1024.0,473.0,477.0,361.0,0.507719519749748,5.0,C
0900800010230,1.0,4586.0,3281.0,1824.0,10.5,1242.0,1236.0,3.63,1233.0,582.0,640.0,473.0,0.533798290185719,5.0,C
0900800010245,0.0,2812.0,2090.0,1236.0,11.21,778.0,775.0,3.61,769.0,461.0,445.0,373.0,0.588359386289686,6.0,C+
090080001025A,0.0,3645.0,2716.0,1728.0,11.76,958.0,940.0,3.72,934.0,601.0,616.0,531.0,0.627465072321064,6.0,C+
0900800010264,0.0,5735.0,4073.0,2276.0,10.91,1524.0,1492.0,3.76,1473.0,796.0,858.0,765.0,0.570534741352405,6.0,C+
0900800010283,2.0,4644.0,3525.0,2107.0,11.29,1362.0,1304.0,3.28,1319.0,864.0,890.0,785.0,0.615662576709215,6.0,C+
0900800010298,1.0,2116.0,1495.0,704.0,9.65,556.0,552.0,3.8,546.0,230.0,222.0,149.0,0.471013315645048,4.0,C-
0900800010300,1.0,6435.0,4561.0,2736.0,11.25,1727.0,1701.0,3.71,1698.0,961.0,976.0,804.0,0.582463694470452,6.0,C+
0900800010315,2.0,3962.0,2869.0,1682.0,11.11,1055.0,1043.0,3.75,1039.0,566.0,572.0,430.0,0.563830182371734,6.0,C+
090080001032A,0.0,5301.0,3886.0,2023.0,10.46,1412.0,1388.0,3.74,1386.0,663.0,734.0,583.0,0.532356181468315,5.0,C
0900800010334,0.0,2934.0,2124.0,1073.0,10.37,759.0,754.0,3.79,752.0,337.0,373.0,299.0,0.521508469013512,5.0,C
0900800010349,1.0,9505.0,6623.0,3278.0,10.2,2393.0,2312.0,3.96,2338.0,1199.0,1111.0,835.0,0.514026449226586,5.0,C
0900800010353,2.0,4037.0,2929.0,1525.0,10.51,1026.0,999.0,3.92,990.0,501.0,493.0,395.0,0.528225408349784,5.0,C
0900800010387,2.0,10310.0,6899.0,2474.0,8.96,2574.0,2558.0,3.98,2531.0,842.0,826.0,597.0,0.41956886860168,3.0,D+
0900800010404,1.0,8484.0,6030.0,2789.0,9.81,2169.0,2110.0,3.91,2096.0,937.0,886.0,677.0,0.48013672894089,4.0,C-
0900800010423,2.0,8229.0,5412.0,1968.0,8.89,2077.0,2007.0,3.96,2022.0,687.0,667.0,475.0,0.414060808562747,3.0,D+
0900800010438,2.0,5749.0,3805.0,1349.0,8.87,1438.0,1419.0,4.0,1407.0,474.0,472.0,325.0,0.416873750857263,3.0,D+
0900800010457,1.0,6518.0,4230.0,1300.0,8.51,1643.0,1573.0,3.95,1594.0,543.0,395.0,197.0,0.372926328230305,2.0,D
0900800010461,3.0,6779.0,4414.0,1518.0,8.92,1646.0,1590.0,4.12,1616.0,601.0,482.0,275.0,0.406834641364376,3.0,D+
0900800010476,2.0,4718.0,3028.0,824.0,7.69,1072.0,999.0,4.4,1038.0,243.0,202.0,124.0,0.333444006968449,2.0,D
0900800010495,0.0,3924.0,2939.0,1614.0,10.68,1041.0,1015.0,3.76,1004.0,497.0,545.0,439.0,0.53923119209859,5.0,C
0900800010508,0.0,1153.0,930.0,791.0,14.44,428.0,424.0,2.69,409.0,384.0,381.0,363.0,0.801246733614773,7.0,A/B
0900800010512,3.0,8275.0,5547.0,1738.0,8.45,2126.0,2089.0,3.89,2074.0,552.0,640.0,439.0,0.388361786953027,3.0,D+
0900800010527,1.0,8173.0,5423.0,1813.0,8.65,2104.0,2076.0,3.85,2048.0,581.0,613.0,419.0,0.393569032014105,3.0,D+
0900800010531,0.0,4004.0,2708.0,1009.0,9.02,991.0,966.0,4.01,976.0,289.0,312.0,213.0,0.411493797363354,3.0,D+
0900800010546,1.0,5576.0,3712.0,1438.0,9.1,1396.0,1376.0,3.98,1365.0,496.0,481.0,336.0,0.43315634455434,4.0,C-
0900800010550,2.0,6090.0,4126.0,1615.0,9.25,1483.0,1469.0,4.09,1459.0,543.0,524.0,356.0,0.438577904503531,4.0,C-
0900800010565,1.0,4384.0,3018.0,1308.0,9.56,1139.0,1111.0,3.83,1121.0,497.0,442.0,293.0,0.461857157183314,4.0,C-
090080001057A,3.0,8040.0,5101.0,1575.0,8.48,2032.0,1958.0,3.9,1977.0,564.0,519.0,358.0,0.374687856799372,3.0,D+
0900800010584,0.0,5076.0,3308.0,1047.0,8.53,1191.0,1168.0,4.26,1172.0,391.0,336.0,242.0,0.400996494972447,3.0,D+
0900800010599,0.0,1470.0,930.0,196.0,7.31,372.0,339.0,3.94,354.0,103.0,44.0,23.0,0.306122858465813,2.0,D
0900900010026,1.0,3535.0,2480.0,1159.0,9.66,874.0,836.0,4.0,832.0,378.0,246.0,174.0,0.442536023452332,4.0,C-
0900900010308,2.0,3266.0,2257.0,879.0,8.96,789.0,744.0,4.12,742.0,363.0,244.0,167.0,0.433947122603607,4.0,C-
0900900010312,0.0,4508.0,3060.0,1177.0,9.16,1111.0,1056.0,4.05,1061.0,433.0,257.0,153.0,0.399605028645911,3.0,D+
0900900010327,1.0,2320.0,1587.0,762.0,9.72,561.0,537.0,4.1,524.0,244.0,154.0,98.0,0.439336803868896,4.0,C-
0900900010331,1.0,2741.0,1885.0,784.0,9.0,636.0,607.0,4.3,604.0,265.0,166.0,122.0,0.422363168459966,3.0,D+
0900900010492,0.0,334.0,216.0,92.0,8.84,84.0,77.0,3.98,78.0,39.0,20.0,7.0,0.403215441328423,3.0,D+
0900900010505,0.0,662.0,416.0,171.0,8.99,153.0,145.0,4.31,145.0,74.0,43.0,30.0,0.435342019607499,4.0,C-
0900900010562,0.0,908.0,573.0,209.0,8.88,217.0,204.0,4.18,210.0,78.0,39.0,33.0,0.382726670445184,3.0,D+
0900900110401,2.0,8910.0,5874.0,2620.0,9.59,2119.0,2072.0,4.19,2079.0,816.0,736.0,515.0,0.452275008353188,4.0,C-
0900900110416,3.0,2975.0,2018.0,917.0,9.72,712.0,692.0,4.17,688.0,312.0,261.0,187.0,0.468052156757134,4.0,C-
0900900110420,1.0,6499.0,4305.0,1932.0,9.64,1561.0,1519.0,4.14,1527.0,612.0,565.0,395.0,0.456793140011104,4.0,C-
0900900110435,1.0,5002.0,3233.0,1347.0,9.37,1243.0,1203.0,4.02,1221.0,473.0,374.0,234.0,0.426099162091481,3.0,D+
090090011051A,0.0,711.0,427.0,130.0,8.76,161.0,157.0,4.4,155.0,52.0,41.0,29.0,0.386740094148124,3.0,D+
0900900110543,0.0,300.0,172.0,57.0,9.31,74.0,73.0,4.05,70.0,26.0,18.0,9.0,0.388237746858643,3.0,D+
090090015012A,3.0,4340.0,2839.0,1243.0,9.55,1113.0,1076.0,3.88,1071.0,449.0,340.0,176.0,0.430963481498302,4.0,C-
0900900170365,1.0,4034.0,2586.0,1017.0,8.95,958.0,925.0,4.2,907.0,434.0,245.0,164.0,0.422254503070933,3.0,D+
090090017037A,1.0,2773.0,1740.0,586.0,8.95,650.0,625.0,4.26,618.0,266.0,128.0,82.0,0.390624210035822,3.0,D+
0900900170384,1.0,3135.0,2003.0,800.0,9.32,751.0,722.0,4.17,722.0,341.0,198.0,113.0,0.423382427073739,3.0,D+
0900900170399,1.0,1397.0,882.0,369.0,9.28,359.0,350.0,3.82,341.0,169.0,77.0,59.0,0.424961758134045,3.0,D+
0900900170558,0.0,117.0,65.0,16.0,7.8,34.0,33.0,3.44,33.0,14.0,6.0,3.0,0.35445704327615,2.0,D
0900900240191,1.0,5302.0,3433.0,1427.0,9.28,1246.0,1210.0,4.21,1212.0,375.0,317.0,192.0,0.403834066821687,3.0,D+
0900900240204,1.0,4747.0,3090.0,1325.0,9.58,1154.0,1117.0,4.11,1109.0,357.0,322.0,201.0,0.414884484377373,3.0,D+
0900900240219,2.0,4183.0,2656.0,1097.0,9.52,994.0,970.0,4.16,970.0,333.0,283.0,180.0,0.420158581448801,3.0,D+
0900900240577,1.0,689.0,407.0,66.0,7.61,175.0,163.0,3.94,165.0,24.0,9.0,8.0,0.27163475774378,1.0,E
0900900240581,1.0,355.0,203.0,49.0,8.14,84.0,82.0,4.23,83.0,19.0,12.0,8.0,0.330563317159895,2.0,D
0900900240651,0.0,77.0,45.0,10.0,8.22,15.0,13.0,5.13,15.0,3.0,4.0,0.0,0.306286413073181,2.0,D
090090029044A,0.0,1507.0,1057.0,473.0,9.73,362.0,354.0,4.15,342.0,181.0,106.0,67.0,0.455021324653831,4.0,C-
0900900290454,0.0,1342.0,889.0,298.0,9.08,307.0,288.0,4.33,292.0,127.0,63.0,33.0,0.388016414141256,3.0,D+
0900900290469,3.0,2664.0,1749.0,589.0,8.83,677.0,645.0,3.92,651.0,323.0,121.0,57.0,0.390341962058246,3.0,D+
0900900290473,0.0,2691.0,1792.0,520.0,8.55,652.0,609.0,4.12,633.0,274.0,102.0,54.0,0.362373663073707,2.0,D
0900900330346,1.0,4597.0,2933.0,1049.0,8.99,1074.0,1023.0,4.22,1038.0,382.0,267.0,164.0,0.397274773631972,3.0,D+
0900900330350,1.0,7652.0,4868.0,1767.0,9.21,1834.0,1770.0,4.16,1777.0,620.0,463.0,299.0,0.400808483772337,3.0,D+
0900900330488,0.0,1607.0,1014.0,339.0,8.61,391.0,364.0,4.09,376.0,125.0,106.0,77.0,0.389151047736568,3.0,D+
0900900360223,1.0,3131.0,2153.0,901.0,9.43,825.0,786.0,3.79,783.0,326.0,210.0,120.0,0.417042142058028,3.0,D+
0900900360238,1.0,3108.0,2085.0,738.0,8.83,759.0,678.0,4.07,720.0,259.0,168.0,106.0,0.377751082357984,3.0,D+
0900900360242,0.0,4354.0,2728.0,920.0,8.78,1036.0,977.0,4.14,979.0,354.0,191.0,105.0,0.370849491308894,2.0,D
0900901520613,4.0,1970.0,1301.0,361.0,8.27,491.0,465.0,3.98,466.0,220.0,74.0,42.0,0.367290915283971,2.0,D
0900901520628,0.0,1706.0,1151.0,345.0,8.62,441.0,412.0,3.86,410.0,177.0,71.0,42.0,0.367328048333861,2.0,D
0900903000632,0.0,1780.0,1158.0,398.0,8.97,434.0,418.0,4.09,416.0,139.0,86.0,51.0,0.378892243319163,3.0,D+
0900903000647,0.0,1710.0,1077.0,401.0,9.11,407.0,405.0,4.2,398.0,142.0,91.0,60.0,0.402464380373226,3.0,D+
0901000010012,4.0,1775.0,1416.0,1013.0,12.15,529.0,512.0,3.3,517.0,302.0,322.0,261.0,0.610610335863139,6.0,C+
0901000010027,0.0,2565.0,2006.0,1418.0,12.35,800.0,730.0,3.13,761.0,484.0,513.0,447.0,0.627467140987751,6.0,C+
0901000010031,3.0,3604.0,2641.0,1383.0,10.39,969.0,942.0,3.65,934.0,350.0,449.0,338.0,0.492988458511308,5.0,C
0901000010046,3.0,5634.0,3940.0,1601.0,9.21,1442.0,1289.0,3.86,1265.0,408.0,531.0,396.0,0.416394375406599,3.0,D+
0901000010050,3.0,3894.0,2809.0,1337.0,9.81,1052.0,1043.0,3.67,1022.0,366.0,430.0,351.0,0.472558212006081,4.0,C-
0901000010065,4.0,5788.0,4094.0,1806.0,9.55,1566.0,1492.0,3.57,1498.0,446.0,615.0,441.0,0.438361749677369,4.0,C-
0901000010084,0.0,2844.0,2085.0,1048.0,10.05,752.0,732.0,3.74,725.0,332.0,344.0,249.0,0.499094246599201,5.0,C
0901000010099,1.0,4239.0,3005.0,1266.0,9.42,1083.0,1030.0,3.86,1013.0,394.0,434.0,314.0,0.450706041663207,4.0,C-
0901000010101,1.0,1531.0,1109.0,639.0,10.69,392.0,385.0,3.62,380.0,172.0,221.0,177.0,0.551220687815717,5.0,C
0901000010116,0.0,4258.0,2965.0,1184.0,9.28,1110.0,1083.0,3.8,1084.0,347.0,413.0,299.0,0.434285538375358,4.0,C-
0901000010135,3.0,10874.0,7771.0,6218.0,13.36,3697.0,3466.0,2.81,3506.0,2648.0,2824.0,2519.0,0.695288806925164,7.0,A/B
090100001014A,0.0,4571.0,3312.0,1756.0,10.28,1255.0,1229.0,3.58,1232.0,527.0,599.0,449.0,0.507960552894934,5.0,C
0901000010169,2.0,3008.0,2125.0,916.0,9.29,790.0,770.0,3.8,768.0,279.0,321.0,253.0,0.458207919945975,4.0,C-
0901000010173,4.0,4751.0,3418.0,1600.0,9.83,1236.0,1223.0,3.79,1217.0,460.0,565.0,428.0,0.487120394295287,5.0,C
0901000010188,0.0,666.0,503.0,347.0,11.64,234.0,233.0,2.74,231.0,115.0,133.0,110.0,0.578287140398333,6.0,C+
0901000010192,0.0,742.0,569.0,368.0,11.47,274.0,270.0,2.6,271.0,108.0,144.0,106.0,0.536618249425286,5.0,C
0901000010205,0.0,528.0,434.0,321.0,12.42,181.0,177.0,2.88,177.0,96.0,119.0,105.0,0.630068035478442,6.0,C+
090100001021A,0.0,644.0,500.0,368.0,12.18,204.0,202.0,3.1,202.0,107.0,137.0,117.0,0.633943260257756,6.0,C+
0901000010224,0.0,542.0,427.0,320.0,12.34,165.0,160.0,3.19,165.0,92.0,108.0,92.0,0.636754591930113,6.0,C+
0901000010239,0.0,1105.0,834.0,577.0,11.81,368.0,351.0,2.88,359.0,159.0,205.0,160.0,0.561157840967286,6.0,C+
0901000010243,3.0,8431.0,5991.0,2559.0,9.46,1984.0,1945.0,4.19,1949.0,789.0,884.0,661.0,0.478399897726905,4.0,C-
0901000010258,0.0,737.0,603.0,414.0,11.84,242.0,234.0,3.0,242.0,116.0,151.0,126.0,0.591205575410545,6.0,C+
0901000010262,0.0,494.0,392.0,268.0,12.0,153.0,151.0,3.13,153.0,93.0,102.0,79.0,0.6250856627112,6.0,C+
0901000010277,0.0,461.0,352.0,257.0,12.07,147.0,144.0,3.1,144.0,78.0,84.0,76.0,0.60741048469969,6.0,C+
0901000010281,0.0,302.0,246.0,170.0,12.58,93.0,81.0,3.25,86.0,74.0,71.0,71.0,0.699827699165301,7.0,A/B
0901000010296,0.0,2944.0,2187.0,1136.0,10.43,811.0,775.0,3.59,795.0,302.0,366.0,280.0,0.494448054339617,5.0,C
0901000010309,3.0,3676.0,2631.0,1216.0,9.91,972.0,950.0,3.63,954.0,427.0,471.0,369.0,0.502619214612605,5.0,C
0901000010313,0.0,6163.0,4237.0,1601.0,9.11,1589.0,1549.0,3.88,1537.0,510.0,566.0,451.0,0.431773827255121,4.0,C-
0901000010328,0.0,8046.0,5670.0,2264.0,9.19,2116.0,2083.0,3.78,2060.0,673.0,808.0,594.0,0.440608156934529,4.0,C-
0901000010332,3.0,4733.0,3389.0,1442.0,9.09,1257.0,1248.0,3.75,1234.0,400.0,516.0,385.0,0.451986032722123,4.0,C-
0901000010347,4.0,3766.0,2685.0,1061.0,9.33,1046.0,952.0,3.59,1015.0,336.0,362.0,277.0,0.420086213734693,3.0,D+
0901000010351,2.0,4317.0,3045.0,1250.0,9.3,1152.0,1131.0,3.74,1127.0,425.0,413.0,297.0,0.443955667657862,4.0,C-
0901000010370,6.0,3291.0,2245.0,727.0,8.55,787.0,771.0,4.16,754.0,179.0,214.0,151.0,0.381708540832078,3.0,D+
0901000010385,0.0,3167.0,2142.0,690.0,8.62,769.0,749.0,4.11,754.0,178.0,231.0,171.0,0.389259521653362,3.0,D+
0901000010417,0.0,2247.0,1740.0,1412.0,12.83,685.0,683.0,3.16,677.0,440.0,497.0,429.0,0.687817085450874,6.0,C+
0901000010421,2.0,5967.0,4207.0,1634.0,9.22,1442.0,1426.0,4.13,1421.0,516.0,531.0,428.0,0.447391004070778,4.0,C-
0901000010440,1.0,5038.0,3343.0,1079.0,8.49,1339.0,1309.0,3.74,1307.0,361.0,381.0,277.0,0.387500386807633,3.0,D+
0901000010455,0.0,3372.0,2457.0,1279.0,10.22,878.0,874.0,3.81,871.0,422.0,419.0,304.0,0.519022763313813,5.0,C
0901000010474,4.0,10511.0,7216.0,2432.0,8.75,2481.0,2451.0,4.2,2435.0,770.0,860.0,601.0,0.417738729453125,3.0,D+
0901000010489,6.0,4135.0,2903.0,1054.0,8.96,1100.0,1082.0,3.72,1083.0,413.0,476.0,355.0,0.456561682746051,4.0,C-
0901000010493,3.0,4770.0,3517.0,1599.0,9.78,1294.0,1283.0,3.68,1279.0,477.0,546.0,406.0,0.473482750082322,4.0,C-
0901000010506,1.0,2998.0,2076.0,757.0,8.95,718.0,716.0,4.17,708.0,247.0,286.0,210.0,0.443641822990987,4.0,C-
0901000010510,0.0,2980.0,2326.0,1508.0,11.39,883.0,876.0,3.34,872.0,461.0,504.0,412.0,0.583039130969493,6.0,C+
0901000010525,1.0,2289.0,1796.0,1215.0,11.76,676.0,673.0,3.3,663.0,380.0,410.0,340.0,0.606944353213129,6.0,C+
090100001053A,2.0,4970.0,3614.0,1562.0,9.71,1334.0,1310.0,3.71,1313.0,535.0,581.0,415.0,0.474507730873287,4.0,C-
0901000010544,1.0,2845.0,2119.0,1146.0,10.56,754.0,711.0,3.73,739.0,432.0,383.0,292.0,0.540918480029466,5.0,C
0901000010559,0.0,2180.0,1721.0,1408.0,13.31,682.0,673.0,3.17,675.0,565.0,536.0,483.0,0.734319492068543,7.0,A/B
0901000010563,4.0,9360.0,6630.0,3007.0,9.53,2436.0,2422.0,3.81,2401.0,834.0,1037.0,744.0,0.466865064577021,4.0,C-
0901000010578,1.0,6934.0,5168.0,2655.0,10.12,1899.0,1881.0,3.62,1852.0,804.0,873.0,686.0,0.504507081549478,5.0,C
0901000010597,3.0,3985.0,2884.0,1331.0,9.75,1068.0,1056.0,3.71,1050.0,347.0,400.0,270.0,0.451323825494207,4.0,C-
090100001060A,2.0,2701.0,2024.0,1138.0,10.55,768.0,758.0,3.52,755.0,344.0,385.0,322.0,0.535052260671795,5.0,C
0901000010614,2.0,2005.0,1598.0,1017.0,11.49,594.0,554.0,3.38,589.0,330.0,344.0,310.0,0.585011678881235,6.0,C+
0901000010629,2.0,2676.0,2148.0,1428.0,11.56,830.0,794.0,3.21,817.0,430.0,473.0,400.0,0.584217601809768,6.0,C+
0901000010633,1.0,1894.0,1509.0,1003.0,11.61,592.0,585.0,3.19,585.0,314.0,354.0,293.0,0.595894115578848,6.0,C+
0901000010648,0.0,1627.0,1322.0,1193.0,14.46,645.0,639.0,2.51,641.0,518.0,537.0,506.0,0.77557140466960806,7.0,A/B
0901000010667,0.0,4771.0,3323.0,1445.0,9.53,1218.0,1195.0,3.9,1195.0,519.0,525.0,361.0,0.474229050036551,4.0,C-
0901000010671,1.0,2991.0,2355.0,2048.0,14.22,969.0,957.0,3.04,959.0,875.0,851.0,792.0,0.792131583464417,7.0,A/B
0901000010686,2.0,2637.0,2144.0,1887.0,14.26,795.0,792.0,3.28,793.0,728.0,687.0,648.0,0.795908582582739,7.0,A/B
0901000010690,2.0,3828.0,3008.0,2151.0,12.33,1225.0,1185.0,3.12,1207.0,773.0,853.0,763.0,0.651894020086038,6.0,C+
0901000010703,0.0,1922.0,1508.0,1152.0,12.34,704.0,666.0,2.68,696.0,353.0,436.0,379.0,0.615549483335781,6.0,C+
0901000010718,0.0,969.0,747.0,564.0,12.02,333.0,329.0,2.9,325.0,147.0,231.0,182.0,0.618644247819346,6.0,C+
0901000010722,0.0,2256.0,1792.0,1295.0,11.94,798.0,781.0,2.81,784.0,342.0,502.0,416.0,0.596204508262115,6.0,C+
0901000010737,1.0,673.0,555.0,423.0,12.36,241.0,233.0,2.79,239.0,131.0,170.0,140.0,0.640005802523999,6.0,C+
0901000010741,0.0,3406.0,2495.0,1189.0,9.98,906.0,881.0,3.75,890.0,357.0,384.0,282.0,0.477476015172227,4.0,C-
0901000010756,0.0,1502.0,1207.0,841.0,11.81,510.0,493.0,2.95,504.0,238.0,321.0,257.0,0.59152587558374,6.0,C+
0901000010760,3.0,849.0,673.0,494.0,12.05,297.0,286.0,2.82,296.0,135.0,184.0,159.0,0.599828122672098,6.0,C+
0901000010775,1.0,1461.0,1202.0,877.0,12.22,504.0,496.0,2.9,498.0,261.0,330.0,295.0,0.631267278479623,6.0,C+
090100001078A,0.0,1147.0,909.0,657.0,12.01,397.0,396.0,2.86,391.0,173.0,251.0,203.0,0.600726584257192,6.0,C+
0901000010794,0.0,773.0,630.0,506.0,12.78,276.0,264.0,2.76,275.0,135.0,170.0,143.0,0.624321881307824,6.0,C+
0901000010807,0.0,1904.0,1534.0,1149.0,12.48,674.0,671.0,2.8,666.0,331.0,461.0,381.0,0.632951171848405,6.0,C+
0901000010811,0.0,1054.0,866.0,717.0,13.49,392.0,379.0,2.66,389.0,247.0,298.0,260.0,0.69610233891103,7.0,A/B
0901000010826,0.0,845.0,665.0,465.0,12.09,293.0,283.0,2.8,289.0,164.0,166.0,145.0,0.598605955045931,6.0,C+
0901000010830,1.0,898.0,724.0,580.0,13.13,317.0,315.0,2.79,316.0,229.0,220.0,191.0,0.68744982597722,6.0,C+
0901000010845,0.0,1408.0,1138.0,755.0,11.77,450.0,447.0,3.1,439.0,262.0,279.0,244.0,0.615507606366322,6.0,C+
0901000010864,3.0,5690.0,3876.0,1402.0,8.8,1333.0,1298.0,4.23,1316.0,533.0,505.0,320.0,0.439190248912222,4.0,C-
0901000010898,2.0,2312.0,1646.0,940.0,10.88,599.0,592.0,3.81,594.0,354.0,366.0,298.0,0.589985643443376,6.0,C+
0901000010900,0.0,2599.0,1854.0,897.0,9.86,660.0,652.0,3.87,641.0,303.0,277.0,222.0,0.49703147924591,5.0,C
0901000010915,2.0,2984.0,2246.0,1959.0,13.95,817.0,802.0,3.41,804.0,756.0,701.0,654.0,0.797482034366682,7.0,A/B
090100001092A,1.0,2254.0,1621.0,890.0,10.39,545.0,524.0,4.06,535.0,346.0,350.0,323.0,0.605364164881756,6.0,C+
0901000010949,0.0,1034.0,867.0,727.0,14.09,334.0,327.0,3.1,334.0,292.0,283.0,276.0,0.781916048038358,7.0,A/B
0901000010953,0.0,1750.0,1401.0,1127.0,13.65,515.0,499.0,3.33,509.0,450.0,425.0,409.0,0.766388461069724,7.0,A/B
0901000010968,0.0,3285.0,2594.0,1837.0,12.13,992.0,959.0,3.25,974.0,762.0,737.0,688.0,0.696573653439475,7.0,A/B
0901000010972,0.0,2568.0,2073.0,1626.0,13.46,827.0,803.0,3.11,824.0,685.0,671.0,626.0,0.748828619536109,7.0,A/B
0901000010987,0.0,1716.0,1437.0,1188.0,13.69,630.0,616.0,2.68,620.0,491.0,511.0,479.0,0.744402868937928,7.0,A/B
0901000010991,1.0,2654.0,2143.0,1737.0,13.7,803.0,789.0,3.24,788.0,733.0,696.0,683.0,0.796299554239392,7.0,A/B
0901000011006,1.0,2732.0,2163.0,1686.0,13.21,779.0,764.0,3.47,764.0,611.0,608.0,573.0,0.734021985874284,7.0,A/B
0901000011010,0.0,2560.0,2001.0,1459.0,12.58,729.0,695.0,3.48,719.0,555.0,564.0,527.0,0.70721271153773,7.0,A/B
0901000011025,1.0,474.0,325.0,240.0,13.18,133.0,129.0,3.27,132.0,103.0,106.0,100.0,0.723251397725082,7.0,A/B
090100001103A,1.0,2103.0,1605.0,1147.0,12.59,588.0,578.0,3.53,576.0,472.0,471.0,440.0,0.728743663169406,7.0,A/B
0901000011044,0.0,3097.0,2491.0,1766.0,11.97,895.0,877.0,3.22,888.0,736.0,705.0,683.0,0.727789264817028,7.0,A/B
0901000011059,1.0,2673.0,2256.0,1836.0,13.93,970.0,945.0,2.74,949.0,821.0,801.0,760.0,0.761869227026769,7.0,A/B
0901000011063,0.0,2508.0,2007.0,1593.0,13.41,716.0,701.0,3.48,703.0,651.0,619.0,601.0,0.788354667222613,7.0,A/B
0901000011078,0.0,6026.0,4069.0,1987.0,10.18,1502.0,1465.0,3.78,1460.0,656.0,750.0,603.0,0.51487102472027,5.0,C
090100001110A,1.0,3552.0,2896.0,2039.0,12.98,1082.0,1069.0,3.14,1051.0,818.0,816.0,768.0,0.707607271400486,7.0,A/B
0901000011114,1.0,1159.0,934.0,690.0,13.36,321.0,318.0,3.6,317.0,296.0,285.0,277.0,0.794898693713765,7.0,A/B
0901000011129,1.0,1370.0,1137.0,858.0,13.57,402.0,396.0,3.26,386.0,340.0,327.0,318.0,0.753700815659043,7.0,A/B
0901000011133,0.0,2019.0,1678.0,1414.0,14.23,675.0,653.0,2.95,662.0,588.0,582.0,563.0,0.78825122270025,7.0,A/B
0901000011148,0.0,5113.0,3848.0,3269.0,14.46,1315.0,1294.0,3.7,1300.0,1269.0,1212.0,1183.0,0.831171398386728,7.0,A/B
0901000011152,0.0,2678.0,2055.0,1778.0,14.41,711.0,708.0,3.55,710.0,694.0,658.0,629.0,0.835625007477732,7.0,A/B
0901000011171,0.0,13351.0,9727.0,6263.0,11.67,3974.0,3900.0,3.35,3927.0,2486.0,2565.0,2335.0,0.628047971654595,6.0,C+
0901000011186,2.0,3068.0,2422.0,1547.0,11.69,907.0,901.0,3.35,897.0,583.0,568.0,528.0,0.630587662766948,6.0,C+
0901000011190,0.0,3184.0,2550.0,1458.0,10.49,969.0,956.0,3.19,951.0,543.0,621.0,546.0,0.598475232198142,6.0,C+
0901000011203,0.0,248.0,200.0,139.0,12.33,91.0,90.0,2.73,90.0,49.0,63.0,59.0,0.646199289432372,6.0,C+
0901000011218,0.0,1652.0,1270.0,836.0,11.75,480.0,478.0,3.42,475.0,316.0,325.0,283.0,0.645670859363403,6.0,C+
0901000011222,5.0,4162.0,3124.0,1773.0,10.67,1173.0,1160.0,3.38,1156.0,574.0,659.0,540.0,0.556320801903559,5.0,C
0901000011237,0.0,4047.0,3190.0,2040.0,11.69,1200.0,1177.0,3.31,1166.0,749.0,794.0,708.0,0.629450612080078,6.0,C+
0901000011241,5.0,4498.0,3556.0,2691.0,12.95,1471.0,1440.0,2.96,1447.0,1046.0,1116.0,1016.0,0.699765107045206,7.0,A/B
0901000011260,0.0,3368.0,2690.0,2009.0,13.42,820.0,764.0,3.97,775.0,763.0,720.0,701.0,0.788208529653414,7.0,A/B
0901000011275,2.0,2870.0,2198.0,1817.0,13.83,727.0,692.0,3.75,724.0,719.0,675.0,665.0,0.835201693413464,7.0,A/B
090100001128A,3.0,2332.0,1836.0,1491.0,13.47,660.0,615.0,3.44,621.0,597.0,549.0,534.0,0.777930228423108,7.0,A/B
0901000011294,0.0,3232.0,2437.0,1950.0,13.81,775.0,738.0,3.94,753.0,745.0,713.0,706.0,0.824811319039084,7.0,A/B
0901000011307,0.0,2015.0,1624.0,1245.0,13.33,500.0,487.0,3.92,482.0,471.0,441.0,434.0,0.803457794733138,7.0,A/B
